;ward;turnout_98;inperson;phone;inperson_rand;phone_rand;age;maj_party;turnout_96
14232;15;0;0;0;0;0;76;1;1
938;28;1;0;0;0;0;48;0;1
21697;27;1;0;0;0;0;35;0;1
1919;8;0;0;0;0;0;36;1;0
5868;11;1;0;0;0;0;87;1;1
20327;17;1;0;0;0;1;76;1;1
10826;7;0;0;0;0;0;30;0;1
20249;17;0;0;0;0;0;34;1;1
16907;13;0;0;0;0;0;56;1;0
18873;30;0;0;0;0;1;24;0;1
3979;7;0;0;0;0;0;51;1;0
7749;2;0;0;0;0;0;54;1;0
7268;25;0;0;0;0;0;33;1;0
13270;15;0;0;0;0;1;39;0;0
13194;10;0;0;0;0;0;30;0;0
17919;11;0;0;0;0;0;32;0;0
15373;7;1;0;0;0;0;53;1;1
7828;26;1;0;0;0;0;53;1;1
9636;23;1;0;0;0;0;44;1;1
6814;24;1;0;0;0;0;34;1;1
1041;9;1;0;0;0;0;34;1;1
954;28;0;0;0;0;0;49;0;0
18259;19;0;0;0;0;0;30;1;0
12138;26;1;0;0;0;0;80;1;1
12366;26;1;0;0;0;0;71;1;1
18773;12;1;0;0;0;0;55;0;1
15616;2;0;0;0;0;0;50;0;0
12882;6;0;0;0;0;0;42;1;0
6846;2;1;0;0;0;0;46;1;1
3193;16;0;0;0;0;0;40;1;0
4262;3;1;0;0;0;0;68;1;0
9555;14;0;0;0;0;0;26;1;0
12947;18;1;0;0;0;0;84;0;1
19200;10;0;0;0;0;0;51;1;0
17092;13;0;0;0;0;1;47;0;0
21077;22;1;0;0;0;0;81;1;0
11815;5;0;0;0;0;1;53;1;0
19513;3;0;0;0;0;0;62;0;0
21662;27;1;0;0;0;0;35;1;1
175;25;1;0;0;0;0;61;0;0
17261;13;0;0;1;0;1;34;1;0
6366;11;1;0;0;0;0;81;1;1
11310;3;1;0;0;0;0;68;1;0
4987;12;0;0;0;0;0;66;1;0
15495;9;0;0;0;0;0;75;1;0
20554;30;0;0;0;0;0;36;0;1
10550;29;0;0;0;0;0;70;1;1
6363;11;1;0;0;0;0;91;1;1
3976;8;1;0;0;0;0;54;1;1
14363;12;0;0;0;0;0;41;0;0
4788;20;0;0;0;0;0;37;1;0
8133;17;0;0;0;0;0;76;1;1
22780;16;0;0;0;0;0;45;1;0
18930;22;0;0;0;0;0;85;1;0
22183;8;1;0;0;0;0;38;1;0
11369;2;0;0;0;0;0;26;0;1
21890;19;0;0;0;0;0;83;0;0
22216;20;0;0;0;0;0;60;1;0
12959;18;0;0;0;0;0;28;1;1
11148;5;0;0;0;0;0;24;1;0
8217;14;1;0;0;0;0;73;1;1
15162;10;0;0;0;0;0;34;1;0
19850;6;0;0;0;0;0;84;1;1
4266;7;0;0;0;0;0;33;1;1
5524;11;0;0;0;0;0;37;1;0
17764;15;0;0;0;0;0;31;1;0
2140;10;0;0;0;0;0;34;0;0
2400;5;0;0;0;0;0;23;0;1
590;27;1;0;0;0;0;32;0;0
4094;7;0;0;0;0;0;45;0;0
23318;7;1;0;0;0;0;46;1;1
1064;8;1;0;0;0;1;30;1;0
18760;12;1;0;0;0;0;43;0;1
1514;14;0;0;0;0;0;26;1;0
16644;6;1;0;0;0;0;45;1;0
20143;18;1;0;0;0;0;57;1;1
11;8;1;0;0;0;0;32;1;0
8615;17;0;0;0;0;0;43;1;0
19522;3;0;0;0;0;0;62;0;0
16481;16;0;0;0;0;0;40;1;0
9374;8;0;0;0;0;0;40;1;1
20790;10;1;0;0;0;0;39;1;1
3028;15;0;0;0;0;1;37;1;0
8989;26;0;0;0;0;0;22;0;0
13191;10;0;0;0;0;0;28;1;1
7747;2;1;0;0;0;0;48;1;1
8163;29;1;0;0;0;0;20;1;0
11544;24;0;0;0;0;0;31;1;0
174;27;1;0;0;0;0;70;1;0
12713;13;1;0;0;0;0;49;1;1
20920;8;0;0;1;0;1;33;0;0
17517;13;1;0;0;0;0;47;1;1
3986;7;1;0;0;0;0;51;1;1
15882;7;0;0;0;0;0;84;1;1
4984;12;0;0;0;0;0;27;1;0
21763;27;0;0;0;0;0;87;0;0
7551;24;1;0;0;0;0;76;1;1
21148;27;0;0;0;0;0;69;0;1
22722;24;0;0;0;0;0;48;1;0
2532;25;0;0;0;0;1;32;1;1
6135;11;0;0;0;0;0;71;1;0
20307;17;1;0;0;0;0;88;1;1
4787;20;0;0;0;0;0;69;0;0
18617;23;1;0;0;0;0;63;1;0
10416;8;0;0;0;0;0;35;1;1
8807;10;1;0;0;0;0;28;1;1
2789;8;1;0;0;0;0;25;1;1
19378;18;0;0;0;0;0;43;0;1
3305;14;0;0;0;0;0;43;0;0
10580;30;1;0;0;0;0;37;0;0
6850;2;0;0;0;0;0;52;1;1
6775;2;1;0;0;0;0;48;1;1
5557;11;0;0;0;0;0;83;1;0
3116;10;0;0;0;0;0;66;1;0
18511;23;0;0;0;0;0;79;0;0
9721;23;1;0;0;0;1;62;0;0
15924;7;0;0;0;0;0;50;1;1
18198;19;0;0;0;0;0;67;1;0
3851;2;1;0;0;0;0;38;0;1
2514;27;0;0;0;0;0;38;0;0
17176;13;0;0;0;0;0;26;1;0
14357;30;0;0;0;0;0;45;0;1
13447;15;1;0;0;0;0;59;1;1
17670;4;0;0;0;0;0;42;1;1
20170;17;1;0;0;0;0;45;0;1
22958;18;0;0;0;0;0;32;1;0
17157;11;0;0;0;0;0;40;1;0
17759;15;0;0;0;0;0;47;1;0
402;17;1;0;0;0;0;50;1;1
11020;17;1;0;0;0;0;NA;1;1
10778;22;1;0;0;0;0;53;1;1
6253;11;0;0;0;0;0;70;0;0
9014;25;1;0;0;0;0;61;1;1
7067;17;1;0;0;0;1;72;1;1
6514;11;0;0;0;0;0;91;1;0
19227;9;0;0;0;0;0;20;0;0
15501;9;0;0;0;0;0;57;0;0
22889;17;1;0;0;0;0;71;1;0
4910;12;0;0;0;0;0;49;0;0
8414;15;0;0;0;0;0;62;1;0
12493;20;1;0;0;0;0;54;1;1
2876;23;1;0;0;0;0;52;0;0
18203;19;0;0;0;0;0;47;1;0
21632;27;1;0;0;0;1;59;1;0
20676;27;1;0;0;0;0;64;1;0
22943;17;0;0;0;0;0;65;1;0
20683;27;1;0;0;0;0;78;1;0
19665;21;0;0;0;0;0;34;1;0
19103;21;0;0;0;0;0;23;1;0
17930;22;1;0;0;0;0;27;1;0
10138;27;1;0;0;0;0;52;1;1
14766;28;0;0;0;0;0;65;1;1
20022;18;0;0;0;0;0;41;0;0
13241;10;1;0;0;0;0;46;1;1
13068;10;0;0;0;0;0;41;1;1
8435;14;1;0;0;0;0;85;1;1
17027;11;1;0;0;0;1;76;0;1
21591;24;0;0;0;0;0;19;0;0
22237;20;0;0;0;0;0;22;0;0
17505;30;1;0;0;0;0;69;0;1
3397;26;1;0;0;0;0;76;1;0
19828;6;0;0;0;0;0;88;1;1
7944;10;0;0;0;0;0;25;0;0
18801;22;0;0;0;0;0;77;1;1
573;9;1;0;0;0;0;33;0;1
13070;10;0;0;0;0;0;54;1;0
3329;14;1;0;0;0;0;45;0;1
22987;17;0;0;0;0;0;60;0;0
12718;13;1;0;0;0;0;77;0;1
18349;20;1;0;1;0;1;59;1;0
23450;29;0;0;0;0;0;29;1;0
6687;2;0;0;0;0;0;28;0;0
3443;7;0;0;0;0;0;28;1;1
15815;7;0;0;0;0;0;66;1;1
5549;11;0;0;0;0;0;84;0;0
9314;4;0;0;0;0;0;24;0;0
3010;15;0;0;0;0;0;28;1;0
17129;11;1;0;0;0;0;38;1;1
15403;9;1;0;0;0;0;88;0;1
23363;7;0;0;0;0;0;30;1;0
13213;10;0;0;0;0;0;28;1;0
4294;27;1;0;0;0;0;75;1;1
2849;7;1;0;0;0;0;27;1;1
8767;9;0;0;0;0;0;27;1;0
20682;27;1;0;0;0;0;79;1;1
22702;26;0;0;0;0;0;53;0;0
20741;30;0;0;0;0;0;50;1;1
11142;6;1;0;0;0;0;51;1;1
21252;20;1;0;0;0;0;57;1;1
17442;10;0;0;0;0;0;19;0;0
10808;21;0;0;0;0;0;39;1;1
11867;17;0;0;0;0;0;38;0;1
15773;2;0;0;0;0;0;29;1;1
12898;6;1;0;0;0;0;53;1;0
3903;21;1;0;0;0;0;87;1;1
1129;9;0;0;0;0;0;37;0;0
21664;24;0;0;0;0;0;23;1;1
21614;24;1;0;0;0;0;52;1;1
1124;9;1;0;0;0;0;77;0;1
7307;24;0;0;0;0;0;43;1;0
4511;23;0;0;0;0;0;38;1;1
12396;3;0;0;0;0;0;58;1;0
18196;19;0;0;0;0;0;80;0;0
13134;6;1;0;0;0;0;57;0;1
13284;16;1;0;0;0;0;36;1;1
7350;25;0;0;0;0;1;79;0;0
22358;30;0;0;0;0;0;36;1;0
16594;23;1;0;0;0;0;35;1;1
14418;22;0;0;0;0;0;60;1;1
19817;6;1;0;0;0;0;63;1;1
8098;14;1;0;0;0;0;67;0;1
2944;8;0;0;0;0;0;27;1;1
7103;20;1;0;0;0;0;44;1;1
13691;15;0;0;0;0;0;57;1;0
13669;15;0;0;0;0;0;23;1;0
6583;11;1;0;0;0;0;81;1;1
15766;2;1;0;0;0;0;51;0;1
17084;11;0;0;0;0;0;55;0;1
3777;26;0;0;0;0;0;78;0;0
6774;24;0;0;0;0;0;30;1;0
3857;21;0;0;0;0;0;27;0;0
15396;9;0;0;0;0;0;81;1;0
18742;13;1;0;0;0;0;56;0;1
2067;20;1;0;0;0;0;66;1;0
6475;11;1;0;0;0;0;61;1;1
3935;21;1;0;0;0;0;54;1;0
1156;29;0;0;0;0;0;34;0;1
1106;8;0;0;0;0;0;54;1;0
2084;20;0;0;0;0;0;37;0;0
14687;10;1;0;0;0;0;34;1;0
16658;19;1;0;0;0;0;44;1;1
3823;10;1;0;1;0;1;74;0;0
10357;6;1;0;0;0;0;75;1;1
1835;30;1;0;0;0;0;26;1;1
4039;18;0;0;0;0;0;34;1;1
15794;7;0;0;0;0;1;64;1;0
14730;22;0;0;0;0;0;60;1;0
10693;21;0;0;0;0;0;22;0;0
4628;2;0;0;0;0;1;40;1;1
14549;21;0;0;0;0;0;NA;0;0
16028;9;0;0;0;0;0;28;1;0
23236;7;0;0;0;0;0;26;1;1
1246;29;0;0;0;0;0;80;1;0
8157;29;0;0;0;0;0;79;1;1
16880;13;1;0;0;0;0;57;1;1
3622;18;0;0;0;0;0;37;1;0
21987;19;1;0;0;0;0;26;1;0
12963;18;1;0;0;0;0;34;1;1
1675;26;1;0;0;0;0;75;1;1
8304;15;0;0;0;0;0;62;1;0
16366;5;0;0;0;0;0;57;0;0
23416;7;1;0;0;0;0;64;1;1
5063;14;0;0;0;0;0;33;0;0
12222;6;1;0;0;0;0;58;0;1
10093;15;1;0;0;0;1;31;1;0
10654;12;0;0;0;0;0;30;1;0
10437;8;0;0;0;0;0;23;1;0
9659;7;0;0;0;0;1;30;0;0
9407;27;0;0;0;0;1;49;1;1
12069;26;1;0;0;0;0;46;1;1
15248;9;0;0;0;0;0;34;1;0
19057;29;1;0;0;0;0;47;0;1
17461;26;0;0;0;0;0;59;1;1
11356;7;0;0;0;0;0;44;1;0
4586;27;0;0;0;0;0;35;1;1
14451;22;1;0;0;0;0;60;1;1
4066;28;1;0;0;0;0;73;1;1
15765;2;0;0;0;0;0;21;1;0
2251;28;0;0;0;0;0;27;1;0
12654;3;1;0;0;0;0;73;1;1
10442;8;0;0;0;0;0;65;1;0
3685;4;1;0;0;0;0;40;1;1
23337;22;0;0;0;0;0;34;1;0
6722;24;1;0;0;0;1;46;1;1
22818;25;1;0;0;0;0;49;1;0
19291;3;0;0;0;0;0;19;0;0
6049;11;1;0;0;0;0;89;0;1
21090;22;0;0;0;0;0;55;1;1
22023;19;1;0;0;0;0;52;1;1
8214;14;0;0;0;0;0;57;0;0
21805;27;1;0;0;0;0;82;0;0
5753;11;0;0;1;0;1;82;1;0
5547;11;0;0;0;0;0;76;1;0
11178;4;0;0;0;0;0;23;1;0
11196;3;1;0;1;0;1;82;1;1
11453;2;1;0;0;0;0;25;1;0
5386;10;1;0;0;0;1;43;1;1
11917;20;0;0;0;0;0;89;1;0
11414;7;0;0;0;0;0;49;1;1
20274;17;1;0;0;0;0;51;1;1
15266;9;0;0;0;0;0;30;1;0
11765;19;1;0;0;0;0;63;1;0
17997;19;0;0;0;0;0;82;1;1
19611;17;1;0;0;0;0;59;1;1
7327;3;0;0;0;0;0;37;1;0
9582;2;0;0;0;0;0;50;1;0
23354;7;0;0;0;0;0;24;1;0
9573;2;0;0;0;0;0;20;0;0
19228;8;0;0;0;0;0;28;1;1
4068;21;1;0;0;0;0;74;1;1
16120;12;0;0;0;0;0;47;1;0
13455;14;0;0;0;0;0;41;0;1
2150;10;1;0;0;0;0;35;0;1
14511;9;1;0;0;0;0;58;1;1
15234;9;0;0;0;0;0;27;1;0
18372;21;1;0;0;0;0;47;1;0
18404;21;1;0;0;0;0;25;1;1
986;26;1;0;0;0;0;50;0;1
20553;30;0;0;0;0;0;46;1;1
18814;22;0;0;0;0;0;84;1;0
13000;20;1;0;0;0;0;32;1;1
6429;11;1;0;0;0;0;78;0;1
15322;7;0;0;0;0;1;67;0;0
2492;25;1;0;0;0;0;76;1;1
22173;27;0;0;0;0;0;33;1;0
8333;15;1;0;0;0;1;55;1;1
8623;17;0;0;0;0;0;35;0;0
9801;27;0;0;0;0;0;91;1;1
16568;23;0;0;0;0;0;54;1;0
19866;6;1;0;0;0;0;86;1;0
23225;7;1;0;0;0;0;48;1;1
22564;23;0;0;0;0;0;74;1;1
17753;15;1;0;0;0;0;82;0;1
12285;18;1;0;0;0;0;40;1;1
22807;22;1;0;0;0;0;35;0;1
19618;17;1;0;0;0;0;41;1;1
19636;17;0;0;0;0;0;41;1;1
20868;3;0;0;0;0;0;22;1;1
13489;26;1;0;0;0;0;76;1;1
14620;9;1;0;0;0;0;73;1;0
4263;3;0;0;0;0;0;37;0;0
9298;4;1;0;0;0;0;79;0;1
2444;25;0;0;0;0;0;36;1;0
21356;25;1;0;0;0;0;87;1;1
6577;11;0;0;0;0;0;88;1;0
14583;20;1;0;0;0;0;47;1;0
670;12;0;0;0;0;0;30;0;0
5943;11;0;0;0;0;0;77;0;0
23393;7;1;0;0;0;0;76;0;1
21996;19;0;0;0;0;0;25;0;0
20919;8;0;0;0;0;0;36;0;1
10663;21;1;0;0;0;0;39;1;0
10974;9;0;0;0;0;0;22;1;0
9363;8;0;0;0;0;0;39;1;0
6292;11;1;0;1;0;1;67;0;1
12097;26;0;0;0;0;0;57;0;1
6765;25;1;0;0;0;0;64;1;1
21271;24;0;0;0;0;0;54;0;1
6091;11;0;0;0;0;1;66;1;0
16536;15;0;0;0;0;0;70;0;1
22848;18;1;0;0;0;0;85;1;1
645;10;0;0;0;0;0;28;0;0
19549;3;0;0;0;0;0;83;1;0
14163;9;0;0;0;0;0;28;0;0
19490;3;0;0;0;0;0;86;1;1
16797;5;0;0;0;0;0;34;1;0
7690;2;1;0;0;0;0;21;1;0
21537;12;0;0;0;0;0;75;1;1
12825;13;0;0;0;0;0;37;1;1
17203;11;1;0;0;0;0;41;1;1
1753;30;0;0;0;0;0;24;1;0
15997;26;0;0;0;0;0;24;1;0
11214;5;0;0;0;0;0;32;0;0
23241;7;1;0;0;0;0;49;1;1
6407;11;0;0;0;0;0;70;1;1
11934;21;0;0;0;0;0;40;0;0
19341;18;0;0;0;0;0;63;1;0
13781;19;0;0;0;0;0;27;0;0
11611;8;1;0;1;0;1;60;1;1
11585;24;0;0;0;0;0;35;0;0
14877;28;0;0;0;0;0;30;1;0
12680;13;1;0;0;0;0;67;1;1
5835;11;1;0;0;0;0;78;1;1
8467;15;0;0;0;0;0;39;1;1
9189;27;1;0;0;0;0;34;1;0
11331;3;0;0;0;0;0;69;1;1
10840;7;0;0;1;0;1;22;1;0
12562;27;1;0;0;0;0;29;1;0
10530;29;1;0;0;0;0;84;0;1
6154;11;1;0;0;0;0;76;0;1
1017;27;0;0;0;0;0;77;0;1
10945;30;1;0;0;0;0;81;1;1
3373;14;0;0;0;0;0;71;1;0
4692;19;0;0;0;0;0;33;1;0
1798;30;0;0;0;0;0;23;0;0
11087;6;0;0;0;0;0;60;1;1
1920;29;1;0;0;0;0;21;1;0
5777;11;0;0;0;0;0;95;0;0
1811;30;0;0;0;0;0;28;0;0
19922;6;1;0;0;0;0;80;1;1
12168;12;1;0;0;0;1;75;1;0
6840;24;0;0;0;0;0;21;0;1
1533;20;1;0;0;0;0;29;1;0
1826;30;0;0;0;0;0;41;1;1
13502;26;0;0;0;0;0;74;1;1
17252;13;0;0;0;0;0;58;1;0
15430;9;0;0;0;0;0;58;1;0
19624;17;1;0;0;0;0;58;1;1
13788;19;1;0;0;0;0;29;1;1
4687;19;1;0;0;0;0;51;1;0
20841;8;0;0;0;0;0;44;1;1
15653;23;1;0;0;0;0;55;1;1
4291;27;1;0;0;0;0;39;1;0
19465;3;0;0;0;0;0;45;1;1
16771;19;0;0;0;0;0;44;1;1
13019;20;0;0;0;0;0;35;1;0
13337;30;0;0;0;0;0;34;1;0
18603;23;0;0;0;0;0;67;1;0
3218;25;0;0;0;0;0;80;1;1
19105;21;0;0;0;0;0;39;0;0
22976;18;1;0;0;0;0;40;0;1
981;26;1;0;0;0;0;71;1;1
9132;27;1;0;0;0;0;42;1;1
14712;22;0;0;0;0;0;69;1;1
6531;11;0;0;0;0;0;70;0;0
23291;7;1;0;0;0;0;73;1;1
14440;22;0;0;0;0;0;53;1;0
7884;12;0;0;0;0;0;91;0;0
14613;20;1;0;0;0;0;46;1;1
4299;27;1;0;0;0;0;66;1;0
21025;23;1;0;0;0;0;43;1;0
10479;6;1;0;0;0;0;74;1;0
14272;18;0;0;0;0;0;37;1;1
20335;4;0;0;0;0;0;40;1;0
8393;14;0;0;0;0;0;80;0;1
10906;17;1;0;0;0;0;42;1;1
21091;22;1;0;0;0;0;57;1;0
19171;10;0;0;0;0;0;43;0;0
11271;3;0;0;0;0;0;48;1;0
11586;28;1;0;0;0;0;44;1;1
22470;20;0;0;0;0;0;42;1;1
4389;6;0;0;0;0;0;38;1;0
4265;3;0;0;0;0;0;93;1;0
19265;6;0;0;0;0;0;43;1;0
20484;6;1;0;0;0;0;78;1;0
19181;10;0;0;0;0;0;41;1;0
1658;2;0;0;0;0;0;45;0;0
11759;19;0;0;0;0;0;37;0;0
11870;17;0;0;0;0;0;31;0;0
9058;27;1;0;0;0;0;35;1;1
12776;13;1;0;0;0;0;54;1;1
8284;14;1;0;0;0;0;54;1;1
16042;9;0;0;0;0;0;31;1;0
9091;27;1;0;0;0;0;49;1;1
17950;8;0;0;0;0;0;52;0;1
15685;27;0;0;0;0;0;53;1;0
2891;7;0;0;0;0;0;24;1;0
7922;10;0;0;0;0;0;96;1;0
853;17;0;0;0;0;0;31;1;0
5553;11;1;0;0;0;0;87;1;1
14651;9;0;0;0;0;0;30;1;0
22809;25;1;0;0;0;0;54;1;1
15714;12;0;0;0;0;0;58;0;0
14739;22;0;0;0;0;0;40;1;1
11313;3;1;0;0;0;0;46;1;1
2402;7;1;0;0;0;0;28;1;1
14598;20;1;0;0;0;0;63;1;0
22693;28;1;0;0;0;0;60;1;1
20685;27;1;0;0;0;1;67;1;0
18933;22;0;0;0;0;0;27;1;0
756;25;0;0;0;0;0;54;1;0
21076;30;0;0;0;0;0;46;0;0
21119;22;0;0;0;0;0;79;1;0
5353;14;1;0;0;0;0;36;1;1
8837;27;1;0;0;0;0;79;1;1
9462;14;0;0;0;0;0;42;0;0
16306;14;1;0;0;0;0;48;1;1
9611;23;0;0;0;0;0;80;1;1
19370;29;0;0;0;0;0;46;1;0
8014;16;0;0;0;0;0;46;1;1
5423;8;0;0;0;0;0;65;0;0
18946;26;1;0;0;0;0;44;1;1
18521;24;1;0;0;0;0;48;1;1
11521;2;0;0;0;0;0;28;1;0
16777;19;0;0;0;0;0;31;1;0
14427;21;0;0;0;0;0;37;1;1
7748;2;1;0;0;0;0;73;1;1
14428;21;0;0;0;0;0;75;1;1
16710;19;0;0;0;0;0;24;1;0
17368;20;1;0;0;0;0;48;1;0
21674;28;1;0;0;0;0;55;1;0
15448;7;0;0;0;0;0;24;1;0
12421;22;0;0;0;0;0;40;1;1
7672;24;1;0;0;0;0;32;1;1
1262;27;0;0;0;0;0;21;0;0
2435;25;0;0;0;0;0;61;1;0
2521;27;1;0;0;0;0;53;1;1
642;9;1;0;0;0;0;51;1;1
8137;17;0;0;0;0;0;64;1;0
21829;28;0;0;0;0;0;23;0;0
7519;24;0;0;0;0;0;24;1;0
16217;24;0;0;0;0;0;32;1;0
458;3;0;0;0;0;0;19;0;0
15834;7;1;0;0;0;1;29;1;0
1499;14;0;0;0;0;0;41;1;0
11392;7;0;0;0;0;0;41;1;0
12895;6;1;0;0;0;1;38;1;1
18921;22;0;0;0;0;0;54;1;0
11317;3;0;0;0;0;0;25;1;0
21301;27;0;0;0;0;0;20;0;0
13582;8;1;0;0;0;0;28;1;1
13256;16;0;0;0;0;0;43;1;0
459;3;1;0;0;0;0;61;1;1
13123;4;1;0;0;0;0;54;1;1
6423;11;1;0;0;0;0;77;1;1
5628;11;0;0;0;0;0;34;0;0
5791;11;0;0;0;0;0;88;1;0
8434;14;0;0;0;0;0;92;1;0
15646;2;0;0;0;0;0;22;0;0
3188;16;0;0;0;0;0;31;1;0
22458;20;0;0;0;0;0;43;1;0
21310;27;0;0;0;0;0;39;1;1
1637;22;1;0;0;0;0;70;1;1
4960;20;0;0;0;0;0;64;1;0
14212;15;0;0;0;0;0;22;0;0
10441;8;0;0;0;0;0;34;1;0
19885;6;0;0;0;0;1;77;1;1
41;4;0;0;0;0;1;26;1;0
1730;30;0;0;0;0;0;36;1;0
5790;11;0;0;0;0;1;69;1;0
22057;10;0;0;0;0;0;52;0;0
20294;2;1;0;0;0;0;76;1;1
9641;23;0;0;0;0;0;48;1;1
5658;11;0;0;0;0;0;81;1;0
9381;8;0;0;0;0;0;27;0;0
9360;8;0;0;0;0;1;54;1;0
12397;7;0;0;0;0;0;41;0;0
6628;11;0;0;0;0;0;82;1;0
16638;4;0;0;0;0;0;32;1;0
19252;6;0;0;0;0;0;30;1;0
2138;10;1;0;0;0;0;44;1;1
21625;27;0;0;0;0;0;32;0;1
6108;11;0;0;0;0;0;29;1;0
4836;22;0;0;0;0;0;66;1;1
12187;2;0;0;0;0;0;26;1;0
17685;4;0;0;0;0;0;33;1;0
13842;24;1;0;0;0;0;26;0;0
9145;26;1;0;0;0;0;70;1;1
6717;24;0;0;0;0;0;28;1;0
4121;7;0;0;0;0;0;20;1;0
18184;19;1;0;0;0;0;63;1;1
1321;15;0;0;0;0;0;28;0;1
8458;14;1;0;0;0;0;58;1;0
10499;29;1;0;0;0;0;71;1;0
9771;12;0;0;0;0;1;37;0;1
14122;12;1;0;0;0;0;40;0;1
8558;13;0;0;0;0;0;25;0;0
4690;19;0;0;0;0;1;30;1;0
10556;21;1;0;0;0;0;78;1;0
11897;21;1;0;0;0;0;77;1;0
20475;6;0;0;0;0;1;89;1;0
10633;16;0;0;0;0;0;43;1;0
5261;27;0;0;0;0;0;43;1;0
22385;30;0;0;0;0;0;52;1;0
6865;23;0;0;0;0;0;26;0;0
7636;24;1;0;0;0;0;29;1;0
7677;24;1;0;0;0;0;34;0;1
8207;14;0;0;0;0;0;38;1;0
3989;7;0;0;0;0;0;30;1;1
19040;29;0;0;0;0;0;34;1;0
7946;10;1;0;0;0;0;47;1;1
7392;28;1;0;0;0;0;70;1;1
22620;24;0;0;0;0;0;52;1;1
21710;27;0;0;0;0;0;41;0;1
22750;16;1;0;0;0;0;69;1;1
19414;13;0;0;0;0;1;48;1;1
16557;15;0;0;0;0;1;38;1;0
15699;13;0;0;0;0;0;23;1;0
15190;10;0;0;0;0;1;45;1;0
7881;12;0;0;0;0;0;36;1;1
20580;27;0;0;0;0;0;62;1;0
15642;2;0;0;0;0;0;27;1;0
7081;17;0;0;0;0;1;28;0;1
5922;11;1;0;0;0;0;80;1;1
406;17;1;0;0;0;0;69;1;1
16164;24;0;0;0;0;0;28;1;0
1279;16;1;0;0;0;0;62;1;1
19472;3;0;0;0;0;0;21;0;0
8146;17;0;0;0;0;0;73;0;0
15503;9;0;0;0;0;0;52;1;0
4416;23;0;0;0;0;0;40;1;0
16002;26;0;0;0;0;1;24;0;0
18536;28;0;0;0;0;0;32;1;0
17415;16;0;0;0;0;0;85;1;0
2995;15;1;0;0;0;0;38;1;0
16403;5;0;0;0;0;0;19;0;0
20474;6;1;0;0;0;0;53;1;1
20444;6;1;0;0;0;0;50;1;1
15504;9;0;0;0;0;0;68;1;0
15108;8;0;0;0;0;0;34;0;0
23423;22;0;0;0;0;0;28;0;1
16033;8;0;0;0;0;0;35;0;0
14658;9;0;0;0;0;0;82;1;0
11848;18;0;0;0;0;0;55;1;1
5440;11;0;0;0;0;0;29;0;0
1162;29;1;0;0;0;0;68;1;0
18856;30;0;0;0;0;1;23;0;0
14783;28;0;0;0;0;0;23;1;0
20184;17;1;0;0;0;0;47;0;1
23069;8;0;0;0;0;0;48;0;0
4365;27;1;0;0;0;0;29;1;1
5765;11;1;0;0;0;0;78;1;1
10535;29;1;0;0;0;0;79;1;1
17101;11;0;0;0;0;0;26;0;0
7269;25;0;0;0;0;1;24;0;0
3402;26;0;0;0;0;0;73;1;0
15870;7;1;0;0;0;0;69;1;0
17576;30;0;0;0;0;0;24;1;0
7932;10;1;0;0;0;0;37;1;1
9268;4;1;0;0;0;0;53;1;0
9668;23;1;0;0;0;0;50;1;0
21209;25;1;0;0;0;0;37;1;0
9727;18;1;0;0;0;0;76;1;1
5187;23;1;0;0;0;0;64;1;1
1946;24;1;0;0;0;0;55;1;0
5124;2;0;0;0;0;1;27;0;1
13845;24;1;0;0;0;0;42;1;1
2136;10;1;0;0;0;0;50;1;1
9244;12;1;0;0;0;0;39;1;0
9242;12;1;0;0;0;0;36;1;0
335;4;0;0;0;0;0;60;1;0
3524;7;0;0;0;0;0;41;0;0
13528;2;0;0;0;0;0;49;1;0
3756;26;0;0;0;0;0;32;0;0
13990;25;0;0;0;0;1;65;1;1
22307;10;1;0;0;0;0;33;1;0
21815;28;0;0;0;0;0;37;1;0
14599;20;1;0;0;0;0;48;0;0
12423;22;0;0;0;0;0;39;1;1
20689;27;1;0;0;0;1;68;1;0
4759;21;0;0;0;0;0;84;1;1
15273;7;0;0;0;0;1;31;1;0
9258;11;0;0;0;0;0;82;1;0
11827;18;0;0;0;0;1;86;0;1
946;28;1;0;0;0;0;42;1;1
5618;11;0;0;0;0;0;43;1;0
3749;26;0;0;0;0;0;38;1;0
16655;17;0;0;0;0;0;23;0;0
5146;23;1;0;0;0;0;66;0;1
20219;17;1;0;0;0;0;82;0;1
21122;22;1;0;0;0;0;58;1;0
3488;28;1;0;0;0;0;57;1;1
2895;7;0;0;0;0;0;58;0;1
22483;20;1;0;0;0;0;38;1;0
16984;12;0;0;0;0;1;51;0;0
1095;9;0;0;0;0;0;27;0;0
22146;25;0;0;0;0;0;55;0;1
12099;26;1;0;0;0;0;37;1;0
11533;24;0;0;0;0;0;40;1;0
7804;11;1;0;0;0;0;59;1;1
19706;4;0;0;0;0;0;34;1;0
17088;13;0;0;0;0;0;19;1;0
4417;23;0;0;0;0;0;33;0;0
1352;15;0;0;0;0;0;21;1;0
11253;6;0;0;0;0;0;29;1;0
19630;17;0;0;0;0;0;43;1;0
6079;11;1;0;0;0;0;73;1;1
6167;11;1;0;0;0;1;83;1;1
11212;3;0;0;0;0;0;66;0;1
4182;20;1;0;0;0;0;43;1;1
15232;9;0;0;0;0;0;50;0;0
21494;25;0;0;0;0;0;43;1;0
9438;14;0;0;0;0;0;50;1;1
22749;16;1;0;0;0;0;38;1;1
8640;21;1;0;0;0;1;55;1;1
